trajectory,date,new_confirmed,cum_new_confirmed,new_chicken,new_duck,new_broiler_1,new_broiler_2,new_conventional,new_layer,new_organic
3,2026-02-05,2,50,1,1,1,0,0,0,1
3,2026-02-06,4,54,1,3,0,1,3,0,0
3,2026-02-07,2,56,1,1,1,0,1,0,0
3,2026-02-08,1,57,1,0,0,1,0,0,0
3,2026-02-09,2,59,2,0,0,1,0,1,0
3,2026-02-10,4,63,3,1,0,3,0,0,1
4,2026-01-14,0,0,0,0,0,0,0,0,0
4,2026-01-15,0,0,0,0,0,0,0,0,0
4,2026-01-16,0,0,0,0,0,0,0,0,0
4,2026-01-17,0,0,0,0,0,0,0,0,0
4,2026-01-18,0,0,0,0,0,0,0,0,0
4,2026-01-19,0,0,0,0,0,0,0,0,0
4,2026-01-20,0,0,0,0,0,0,0,0,0
4,2026-01-21,0,0,0,0,0,0,0,0,0
4,2026-01-22,0,0,0,0,0,0,0,0,0
4,2026-01-23,0,0,0,0,0,0,0,0,0
4,2026-01-24,0,0,0,0,0,0,0,0,0
4,2026-01-25,5,5,5,0,1,4,0,0,0
4,2026-01-26,4,9,4,0,0,4,0,0,0
4,2026-01-27,2,11,1,1,0,1,0,0,1
4,2026-01-28,5,16,5,0,2,3,0,0,0
4,2026-01-29,2,18,2,0,1,1,0,0,0
4,2026-01-30,3,21,1,2,0,1,2,0,0
4,2026-01-31,3,24,3,0,2,1,0,0,0
4,2026-02-01,3,27,3,0,0,3,0,0,0
4,2026-02-02,3,30,3,0,1,1,0,1,0
4,2026-02-03,2,32,2,0,0,2,0,0,0
4,2026-02-04,1,33,1,0,0,1,0,0,0
4,2026-02-05,6,39,5,1,4,1,0,0,1
4,2026-02-06,2,41,1,1,0,0,0,1,1
4,2026-02-07,2,43,1,1,1,0,1,0,0
4,2026-02-08,3,46,1,2,1,0,2,0,0
4,2026-02-09,1,47,1,0,0,1,0,0,0
4,2026-02-10,1,48,1,0,0,1,0,0,0
5,2026-01-14,0,0,0,0,0,0,0,0,0
5,2026-01-15,0,0,0,0,0,0,0,0,0
5,2026-01-16,0,0,0,0,0,0,0,0,0
5,2026-01-17,0,0,0,0,0,0,0,0,0
5,2026-01-18,0,0,0,0,0,0,0,0,0
5,2026-01-19,0,0,0,0,0,0,0,0,0
5,2026-01-20,0,0,0,0,0,0,0,0,0
5,2026-01-21,0,0,0,0,0,0,0,0,0
5,2026-01-22,0,0,0,0,0,0,0,0,0
5,2026-01-23,0,0,0,0,0,0,0,0,0
5,2026-01-24,0,0,0,0,0,0,0,0,0
5,2026-01-25,1,1,1,0,1,0,0,0,0
5,2026-01-26,5,6,3,2,2,1,2,0,0
5,2026-01-27,4,10,3,1,0,3,1,0,0
5,2026-01-28,7,17,4,3,2,2,2,0,1
5,2026-01-29,6,23,4,2,0,3,2,1,0
5,2026-01-30,3,26,3,0,1,2,0,0,0
5,2026-01-31,5,31,5,0,2,3,0,0,0
5,2026-02-01,2,33,1,1,1,0,0,0,1
5,2026-02-02,3,36,2,1,1,1,1,0,0
5,2026-02-03,4,40,3,1,1,2,0,0,1
5,2026-02-04,6,46,4,2,3,1,2,0,0
5,2026-02-05,7,53,6,1,1,5,1,0,0
5,2026-02-06,2,55,2,0,1,1,0,0,0
5,2026-02-07,4,59,2,2,0,1,1,1,1
5,2026-02-08,4,63,3,1,0,3,1,0,0
5,2026-02-09,4,67,4,0,1,3,0,0,0
5,2026-02-10,3,70,3,0,1,2,0,0,0
6,2026-01-14,0,0,0,0,0,0,0,0,0
6,2026-01-15,0,0,0,0,0,0,0,0,0
6,2026-01-16,0,0,0,0,0,0,0,0,0
6,2026-01-17,0,0,0,0,0,0,0,0,0
6,2026-01-18,0,0,0,0,0,0,0,0,0
6,2026-01-19,0,0,0,0,0,0,0,0,0
6,2026-01-20,0,0,0,0,0,0,0,0,0
6,2026-01-21,0,0,0,0,0,0,0,0,0
6,2026-01-22,0,0,0,0,0,0,0,0,0
6,2026-01-23,0,0,0,0,0,0,0,0,0
6,2026-01-24,0,0,0,0,0,0,0,0,0
6,2026-01-25,2,2,2,0,2,0,0,0,0
6,2026-01-26,7,9,7,0,3,3,0,1,0
6,2026-01-27,2,11,2,0,0,2,0,0,0
6,2026-01-28,1,12,1,0,0,1,0,0,0
6,2026-01-29,4,16,3,1,1,2,1,0,0
6,2026-01-30,2,18,2,0,0,2,0,0,0
6,2026-01-31,0,18,0,0,0,0,0,0,0
6,2026-02-01,3,21,3,0,1,2,0,0,0
6,2026-02-02,4,25,2,2,1,1,1,0,1
6,2026-02-03,1,26,1,0,1,0,0,0,0
6,2026-02-04,3,29,2,1,1,1,1,0,0
6,2026-02-05,3,32,2,1,2,0,1,0,0
6,2026-02-06,4,36,4,0,1,2,0,1,0
6,2026-02-07,5,41,4,1,1,3,1,0,0
6,2026-02-08,1,42,0,1,0,0,1,0,0
6,2026-02-09,3,45,2,1,1,1,1,0,0
6,2026-02-10,0,45,0,0,0,0,0,0,0
7,2026-01-14,0,0,0,0,0,0,0,0,0
7,2026-01-15,0,0,0,0,0,0,0,0,0
7,2026-01-16,0,0,0,0,0,0,0,0,0
7,2026-01-17,0,0,0,0,0,0,0,0,0
7,2026-01-18,0,0,0,0,0,0,0,0,0
7,2026-01-19,0,0,0,0,0,0,0,0,0
7,2026-01-20,0,0,0,0,0,0,0,0,0
7,2026-01-21,0,0,0,0,0,0,0,0,0
7,2026-01-22,0,0,0,0,0,0,0,0,0
7,2026-01-23,0,0,0,0,0,0,0,0,0
7,2026-01-24,0,0,0,0,0,0,0,0,0
7,2026-01-25,3,3,3,0,1,1,0,1,0
7,2026-01-26,5,8,5,0,1,4,0,0,0
7,2026-01-27,2,10,2,0,1,0,0,1,0
7,2026-01-28,3,13,3,0,0,3,0,0,0
7,2026-01-29,2,15,1,1,0,1,1,0,0
7,2026-01-30,3,18,2,1,1,1,1,0,0
7,2026-01-31,2,20,2,0,0,1,0,1,0
7,2026-02-01,4,24,4,0,1,2,0,1,0
7,2026-02-02,1,25,1,0,0,1,0,0,0
7,2026-02-03,2,27,2,0,0,2,0,0,0
7,2026-02-04,2,29,0,2,0,0,2,0,0
7,2026-02-05,0,29,0,0,0,0,0,0,0
7,2026-02-06,2,31,2,0,0,2,0,0,0
7,2026-02-07,0,31,0,0,0,0,0,0,0
7,2026-02-08,2,33,2,0,1,1,0,0,0
7,2026-02-09,2,35,2,0,0,2,0,0,0
7,2026-02-10,2,37,2,0,1,1,0,0,0
8,2026-01-14,0,0,0,0,0,0,0,0,0
8,2026-01-15,0,0,0,0,0,0,0,0,0
8,2026-01-16,0,0,0,0,0,0,0,0,0
8,2026-01-17,0,0,0,0,0,0,0,0,0
8,2026-01-18,0,0,0,0,0,0,0,0,0
8,2026-01-19,0,0,0,0,0,0,0,0,0
8,2026-01-20,0,0,0,0,0,0,0,0,0
8,2026-01-21,0,0,0,0,0,0,0,0,0
8,2026-01-22,0,0,0,0,0,0,0,0,0
8,2026-01-23,0,0,0,0,0,0,0,0,0
8,2026-01-24,0,0,0,0,0,0,0,0,0
8,2026-01-25,1,1,1,0,0,1,0,0,0
8,2026-01-26,3,4,3,0,1,1,0,1,0
8,2026-01-27,1,5,1,0,1,0,0,0,0
8,2026-01-28,3,8,2,1,1,1,1,0,0
8,2026-01-29,4,12,4,0,1,2,0,1,0
8,2026-01-30,3,15,3,0,0,1,0,2,0
8,2026-01-31,6,21,5,1,0,5,1,0,0
8,2026-02-01,6,27,5,1,1,3,1,1,0
8,2026-02-02,2,29,1,1,0,1,1,0,0
8,2026-02-03,3,32,3,0,0,1,0,2,0
8,2026-02-04,1,33,1,0,0,1,0,0,0
8,2026-02-05,1,34,1,0,0,1,0,0,0
8,2026-02-06,1,35,1,0,0,1,0,0,0
8,2026-02-07,4,39,2,2,2,0,2,0,0
8,2026-02-08,2,41,1,1,0,1,0,0,1
8,2026-02-09,3,44,2,1,2,0,1,0,0
8,2026-02-10,2,46,2,0,0,2,0,0,0
9,2026-01-14,0,0,0,0,0,0,0,0,0
9,2026-01-15,0,0,0,0,0,0,0,0,0
9,2026-01-16,0,0,0,0,0,0,0,0,0
9,2026-01-17,0,0,0,0,0,0,0,0,0
9,2026-01-18,0,0,0,0,0,0,0,0,0
9,2026-01-19,0,0,0,0,0,0,0,0,0
9,2026-01-20,0,0,0,0,0,0,0,0,0
9,2026-01-21,0,0,0,0,0,0,0,0,0
9,2026-01-22,0,0,0,0,0,0,0,0,0
9,2026-01-23,0,0,0,0,0,0,0,0,0
9,2026-01-24,0,0,0,0,0,0,0,0,0
9,2026-01-25,4,4,4,0,1,3,0,0,0
9,2026-01-26,3,7,2,1,2,0,1,0,0
9,2026-01-27,3,10,2,1,1,1,1,0,0
9,2026-01-28,4,14,3,1,1,2,1,0,0
9,2026-01-29,3,17,3,0,1,0,0,2,0
9,2026-01-30,3,20,2,1,0,2,1,0,0
9,2026-01-31,2,22,2,0,1,1,0,0,0
9,2026-02-01,0,22,0,0,0,0,0,0,0
9,2026-02-02,2,24,2,0,1,1,0,0,0
9,2026-02-03,2,26,2,0,0,2,0,0,0
9,2026-02-04,2,28,2,0,1,0,0,1,0
9,2026-02-05,1,29,1,0,0,1,0,0,0
9,2026-02-06,1,30,1,0,0,1,0,0,0
9,2026-02-07,1,31,0,1,0,0,1,0,0
9,2026-02-08,3,34,3,0,0,2,0,1,0
9,2026-02-09,0,34,0,0,0,0,0,0,0
9,2026-02-10,4,38,4,0,1,3,0,0,0
10,2026-01-14,0,0,0,0,0,0,0,0,0
10,2026-01-15,0,0,0,0,0,0,0,0,0
10,2026-01-16,0,0,0,0,0,0,0,0,0
10,2026-01-17,0,0,0,0,0,0,0,0,0
10,2026-01-18,0,0,0,0,0,0,0,0,0
10,2026-01-19,0,0,0,0,0,0,0,0,0
10,2026-01-20,0,0,0,0,0,0,0,0,0
10,2026-01-21,0,0,0,0,0,0,0,0,0
10,2026-01-22,0,0,0,0,0,0,0,0,0
10,2026-01-23,0,0,0,0,0,0,0,0,0
10,2026-01-24,0,0,0,0,0,0,0,0,0
10,2026-01-25,1,1,1,0,0,1,0,0,0
10,2026-01-26,2,3,2,0,0,2,0,0,0
10,2026-01-27,3,6,1,2,0,1,2,0,0
10,2026-01-28,1,7,0,1,0,0,1,0,0
10,2026-01-29,5,12,5,0,1,4,0,0,0
10,2026-01-30,3,15,3,0,3,0,0,0,0
10,2026-01-31,2,17,1,1,0,1,1,0,0
10,2026-02-01,6,23,4,2,2,2,2,0,0
10,2026-02-02,2,25,1,1,1,0,0,0,1
10,2026-02-03,1,26,0,1,0,0,1,0,0
10,2026-02-04,6,32,5,1,1,3,1,1,0
10,2026-02-05,4,36,2,2,1,1,2,0,0
10,2026-02-06,3,39,2,1,0,2,1,0,0
10,2026-02-07,2,41,2,0,0,2,0,0,0
10,2026-02-08,2,43,2,0,0,1,0,1,0
10,2026-02-09,2,45,2,0,0,1,0,1,0
10,2026-02-10,3,48,3,0,2,1,0,0,0
11,2026-01-14,0,0,0,0,0,0,0,0,0
11,2026-01-15,0,0,0,0,0,0,0,0,0
11,2026-01-16,0,0,0,0,0,0,0,0,0
11,2026-01-17,0,0,0,0,0,0,0,0,0
11,2026-01-18,0,0,0,0,0,0,0,0,0
11,2026-01-19,0,0,0,0,0,0,0,0,0
11,2026-01-20,0,0,0,0,0,0,0,0,0
11,2026-01-21,0,0,0,0,0,0,0,0,0
11,2026-01-22,0,0,0,0,0,0,0,0,0
11,2026-01-23,0,0,0,0,0,0,0,0,0
11,2026-01-24,0,0,0,0,0,0,0,0,0
11,2026-01-25,4,4,4,0,1,2,0,1,0
11,2026-01-26,4,8,4,0,3,0,0,1,0
11,2026-01-27,3,11,3,0,1,2,0,0,0
11,2026-01-28,2,13,2,0,0,2,0,0,0
11,2026-01-29,6,19,6,0,1,5,0,0,0
11,2026-01-30,2,21,2,0,0,2,0,0,0
11,2026-01-31,3,24,3,0,2,1,0,0,0
11,2026-02-01,4,28,3,1,1,2,1,0,0
11,2026-02-02,4,32,3,1,0,2,1,1,0
11,2026-02-03,4,36,4,0,0,4,0,0,0
11,2026-02-04,7,43,6,1,1,4,0,1,1
11,2026-02-05,3,46,0,3,0,0,2,0,1
11,2026-02-06,5,51,4,1,2,2,1,0,0
11,2026-02-07,3,54,3,0,0,2,0,1,0
11,2026-02-08,4,58,3,1,2,1,0,0,1
11,2026-02-09,1,59,1,0,0,1,0,0,0
11,2026-02-10,5,64,4,1,2,1,1,1,0
12,2026-01-14,0,0,0,0,0,0,0,0,0
12,2026-01-15,0,0,0,0,0,0,0,0,0
12,2026-01-16,0,0,0,0,0,0,0,0,0
12,2026-01-17,0,0,0,0,0,0,0,0,0
12,2026-01-18,0,0,0,0,0,0,0,0,0
12,2026-01-19,0,0,0,0,0,0,0,0,0
12,2026-01-20,0,0,0,0,0,0,0,0,0
12,2026-01-21,0,0,0,0,0,0,0,0,0
12,2026-01-22,0,0,0,0,0,0,0,0,0
12,2026-01-23,0,0,0,0,0,0,0,0,0
12,2026-01-24,0,0,0,0,0,0,0,0,0
12,2026-01-25,0,0,0,0,0,0,0,0,0
12,2026-01-26,2,2,1,1,0,1,1,0,0
12,2026-01-27,5,7,5,0,1,4,0,0,0
12,2026-01-28,3,10,2,1,1,1,1,0,0
12,2026-01-29,2,12,2,0,2,0,0,0,0
12,2026-01-30,3,15,2,1,0,2,1,0,0
12,2026-01-31,2,17,2,0,0,2,0,0,0
12,2026-02-01,8,25,4,4,0,1,3,3,1
12,2026-02-02,3,28,2,1,1,1,1,0,0
12,2026-02-03,2,30,2,0,0,2,0,0,0
12,2026-02-04,5,35,4,1,1,3,1,0,0
12,2026-02-05,4,39,1,3,0,1,2,0,1
12,2026-02-06,2,41,1,1,1,0,1,0,0
12,2026-02-07,4,45,3,1,1,2,1,0,0
12,2026-02-08,2,47,2,0,1,1,0,0,0
12,2026-02-09,3,50,2,1,0,1,1,1,0
12,2026-02-10,1,51,1,0,0,1,0,0,0
13,2026-01-14,0,0,0,0,0,0,0,0,0
13,2026-01-15,0,0,0,0,0,0,0,0,0
13,2026-01-16,0,0,0,0,0,0,0,0,0
13,2026-01-17,0,0,0,0,0,0,0,0,0
13,2026-01-18,0,0,0,0,0,0,0,0,0
13,2026-01-19,0,0,0,0,0,0,0,0,0
13,2026-01-20,0,0,0,0,0,0,0,0,0
13,2026-01-21,0,0,0,0,0,0,0,0,0
13,2026-01-22,0,0,0,0,0,0,0,0,0
13,2026-01-23,0,0,0,0,0,0,0,0,0
13,2026-01-24,0,0,0,0,0,0,0,0,0
13,2026-01-25,1,1,0,1,0,0,1,0,0
13,2026-01-26,1,2,1,0,0,1,0,0,0
13,2026-01-27,6,8,3,3,2,1,3,0,0
13,2026-01-28,3,11,1,2,0,1,2,0,0
13,2026-01-29,2,13,1,1,1,0,1,0,0
13,2026-01-30,1,14,1,0,0,1,0,0,0
13,2026-01-31,1,15,1,0,0,1,0,0,0
13,2026-02-01,2,17,2,0,1,1,0,0,0
13,2026-02-02,4,21,3,1,1,2,1,0,0
13,2026-02-03,0,21,0,0,0,0,0,0,0
13,2026-02-04,2,23,2,0,1,1,0,0,0
13,2026-02-05,2,25,2,0,0,2,0,0,0
13,2026-02-06,1,26,1,0,1,0,0,0,0
13,2026-02-07,1,27,0,1,0,0,1,0,0
13,2026-02-08,0,27,0,0,0,0,0,0,0
13,2026-02-09,2,29,2,0,0,2,0,0,0
13,2026-02-10,1,30,1,0,0,1,0,0,0
14,2026-01-14,0,0,0,0,0,0,0,0,0
14,2026-01-15,0,0,0,0,0,0,0,0,0
14,2026-01-16,0,0,0,0,0,0,0,0,0
14,2026-01-17,0,0,0,0,0,0,0,0,0
14,2026-01-18,0,0,0,0,0,0,0,0,0
14,2026-01-19,0,0,0,0,0,0,0,0,0
14,2026-01-20,0,0,0,0,0,0,0,0,0
14,2026-01-21,0,0,0,0,0,0,0,0,0
14,2026-01-22,0,0,0,0,0,0,0,0,0
14,2026-01-23,0,0,0,0,0,0,0,0,0
14,2026-01-24,0,0,0,0,0,0,0,0,0
14,2026-01-25,4,4,3,1,1,2,0,0,1
14,2026-01-26,4,8,4,0,2,2,0,0,0
14,2026-01-27,10,18,8,2,2,6,0,0,2
14,2026-01-28,4,22,3,1,2,0,1,1,0
14,2026-01-29,0,22,0,0,0,0,0,0,0
14,2026-01-30,3,25,3,0,0,3,0,0,0
14,2026-01-31,5,30,3,2,1,1,1,1,1
14,2026-02-01,2,32,2,0,1,1,0,0,0
14,2026-02-02,4,36,3,1,0,2,1,1,0
14,2026-02-03,3,39,3,0,1,2,0,0,0
14,2026-02-04,8,47,8,0,2,5,0,1,0
14,2026-02-05,2,49,2,0,0,2,0,0,0
14,2026-02-06,2,51,2,0,0,1,0,1,0
14,2026-02-07,6,57,5,1,2,3,1,0,0
14,2026-02-08,5,62,4,1,2,0,0,2,1
14,2026-02-09,5,67,5,0,2,3,0,0,0
14,2026-02-10,1,68,1,0,0,1,0,0,0
15,2026-01-14,0,0,0,0,0,0,0,0,0
15,2026-01-15,0,0,0,0,0,0,0,0,0
15,2026-01-16,0,0,0,0,0,0,0,0,0
15,2026-01-17,0,0,0,0,0,0,0,0,0
15,2026-01-18,0,0,0,0,0,0,0,0,0
15,2026-01-19,0,0,0,0,0,0,0,0,0
15,2026-01-20,0,0,0,0,0,0,0,0,0
15,2026-01-21,0,0,0,0,0,0,0,0,0
15,2026-01-22,0,0,0,0,0,0,0,0,0
15,2026-01-23,0,0,0,0,0,0,0,0,0
15,2026-01-24,0,0,0,0,0,0,0,0,0
15,2026-01-25,9,9,8,1,1,7,0,0,1
15,2026-01-26,1,10,0,1,0,0,0,0,1
15,2026-01-27,4,14,3,1,2,1,1,0,0
15,2026-01-28,5,19,4,1,3,1,1,0,0
15,2026-01-29,5,24,2,3,0,1,2,1,1
15,2026-01-30,7,31,5,2,2,3,2,0,0
15,2026-01-31,2,33,1,1,0,0,0,1,1
15,2026-02-01,4,37,4,0,1,3,0,0,0
15,2026-02-02,3,40,2,1,0,2,1,0,0
15,2026-02-03,2,42,2,0,0,2,0,0,0
15,2026-02-04,8,50,6,2,3,3,2,0,0
15,2026-02-05,3,53,1,2,0,0,2,1,0
15,2026-02-06,0,53,0,0,0,0,0,0,0
15,2026-02-07,1,54,0,1,0,0,1,0,0
15,2026-02-08,3,57,2,1,0,2,1,0,0
15,2026-02-09,2,59,2,0,0,2,0,0,0
15,2026-02-10,1,60,1,0,0,1,0,0,0
16,2026-01-14,0,0,0,0,0,0,0,0,0
16,2026-01-15,0,0,0,0,0,0,0,0,0
16,2026-01-16,0,0,0,0,0,0,0,0,0
16,2026-01-17,0,0,0,0,0,0,0,0,0
16,2026-01-18,0,0,0,0,0,0,0,0,0
16,2026-01-19,0,0,0,0,0,0,0,0,0
16,2026-01-20,0,0,0,0,0,0,0,0,0
16,2026-01-21,0,0,0,0,0,0,0,0,0
16,2026-01-22,0,0,0,0,0,0,0,0,0
16,2026-01-23,0,0,0,0,0,0,0,0,0
16,2026-01-24,0,0,0,0,0,0,0,0,0
16,2026-01-25,0,0,0,0,0,0,0,0,0
16,2026-01-26,3,3,3,0,1,1,0,1,0
16,2026-01-27,2,5,2,0,2,0,0,0,0
16,2026-01-28,2,7,2,0,1,1,0,0,0
16,2026-01-29,2,9,0,2,0,0,2,0,0
16,2026-01-30,0,9,0,0,0,0,0,0,0
16,2026-01-31,2,11,2,0,0,2,0,0,0
16,2026-02-01,2,13,1,1,0,1,1,0,0
16,2026-02-02,1,14,0,1,0,0,1,0,0
16,2026-02-03,1,15,1,0,1,0,0,0,0
16,2026-02-04,1,16,0,1,0,0,1,0,0
16,2026-02-05,1,17,1,0,1,0,0,0,0
16,2026-02-06,0,17,0,0,0,0,0,0,0
16,2026-02-07,0,17,0,0,0,0,0,0,0
16,2026-02-08,1,18,1,0,0,1,0,0,0
16,2026-02-09,2,20,2,0,1,1,0,0,0
16,2026-02-10,1,21,1,0,0,1,0,0,0
17,2026-01-14,0,0,0,0,0,0,0,0,0
17,2026-01-15,0,0,0,0,0,0,0,0,0
17,2026-01-16,0,0,0,0,0,0,0,0,0
17,2026-01-17,0,0,0,0,0,0,0,0,0
17,2026-01-18,0,0,0,0,0,0,0,0,0
17,2026-01-19,0,0,0,0,0,0,0,0,0
17,2026-01-20,0,0,0,0,0,0,0,0,0
17,2026-01-21,0,0,0,0,0,0,0,0,0
17,2026-01-22,0,0,0,0,0,0,0,0,0
17,2026-01-23,0,0,0,0,0,0,0,0,0
17,2026-01-24,0,0,0,0,0,0,0,0,0
17,2026-01-25,7,7,5,2,1,4,2,0,0
17,2026-01-26,8,15,5,3,3,1,3,1,0
17,2026-01-27,1,16,1,0,0,1,0,0,0
17,2026-01-28,1,17,1,0,1,0,0,0,0
17,2026-01-29,2,19,1,1,0,1,1,0,0
17,2026-01-30,2,21,1,1,0,1,1,0,0
17,2026-01-31,2,23,2,0,0,2,0,0,0
17,2026-02-01,4,27,4,0,2,1,0,1,0
17,2026-02-02,2,29,2,0,1,1,0,0,0
17,2026-02-03,4,33,4,0,0,3,0,1,0
17,2026-02-04,1,34,1,0,1,0,0,0,0
17,2026-02-05,4,38,3,1,0,2,0,1,1
17,2026-02-06,1,39,0,1,0,0,1,0,0
17,2026-02-07,2,41,2,0,0,2,0,0,0
17,2026-02-08,1,42,1,0,0,1,0,0,0
17,2026-02-09,2,44,1,1,0,0,1,1,0
17,2026-02-10,2,46,2,0,0,1,0,1,0
18,2026-01-14,0,0,0,0,0,0,0,0,0
18,2026-01-15,0,0,0,0,0,0,0,0,0
18,2026-01-16,0,0,0,0,0,0,0,0,0
18,2026-01-17,0,0,0,0,0,0,0,0,0
18,2026-01-18,0,0,0,0,0,0,0,0,0
18,2026-01-19,0,0,0,0,0,0,0,0,0
18,2026-01-20,0,0,0,0,0,0,0,0,0
18,2026-01-21,0,0,0,0,0,0,0,0,0
18,2026-01-22,0,0,0,0,0,0,0,0,0
18,2026-01-23,0,0,0,0,0,0,0,0,0
18,2026-01-24,0,0,0,0,0,0,0,0,0
18,2026-01-25,0,0,0,0,0,0,0,0,0
18,2026-01-26,6,6,5,1,0,5,0,0,1
18,2026-01-27,0,6,0,0,0,0,0,0,0
18,2026-01-28,1,7,1,0,0,1,0,0,0
18,2026-01-29,0,7,0,0,0,0,0,0,0
18,2026-01-30,3,10,3,0,1,2,0,0,0
18,2026-01-31,2,12,2,0,2,0,0,0,0
18,2026-02-01,1,13,1,0,0,1,0,0,0
18,2026-02-02,1,14,1,0,1,0,0,0,0
18,2026-02-03,0,14,0,0,0,0,0,0,0
18,2026-02-04,2,16,1,1,0,1,1,0,0
18,2026-02-05,1,17,1,0,0,1,0,0,0
18,2026-02-06,2,19,2,0,1,1,0,0,0
18,2026-02-07,0,19,0,0,0,0,0,0,0
18,2026-02-08,0,19,0,0,0,0,0,0,0
18,2026-02-09,1,20,1,0,0,0,0,1,0
18,2026-02-10,0,20,0,0,0,0,0,0,0
19,2026-01-14,0,0,0,0,0,0,0,0,0
19,2026-01-15,0,0,0,0,0,0,0,0,0
19,2026-01-16,0,0,0,0,0,0,0,0,0
19,2026-01-17,0,0,0,0,0,0,0,0,0
19,2026-01-18,0,0,0,0,0,0,0,0,0
19,2026-01-19,0,0,0,0,0,0,0,0,0
19,2026-01-20,0,0,0,0,0,0,0,0,0
19,2026-01-21,0,0,0,0,0,0,0,0,0
19,2026-01-22,0,0,0,0,0,0,0,0,0
