trajectory,date,new_confirmed,cum_new_confirmed,new_chicken,new_duck,new_broiler_1,new_broiler_2,new_conventional,new_layer,new_organic
3,2026-02-05,3,54,1,2,0,1,2,0,0
3,2026-02-06,0,54,0,0,0,0,0,0,0
3,2026-02-07,5,59,4,1,1,3,1,0,0
3,2026-02-08,2,61,0,2,0,0,2,0,0
3,2026-02-09,4,65,2,2,1,1,2,0,0
3,2026-02-10,5,70,5,0,1,4,0,0,0
4,2026-01-14,0,0,0,0,0,0,0,0,0
4,2026-01-15,0,0,0,0,0,0,0,0,0
4,2026-01-16,0,0,0,0,0,0,0,0,0
4,2026-01-17,0,0,0,0,0,0,0,0,0
4,2026-01-18,0,0,0,0,0,0,0,0,0
4,2026-01-19,0,0,0,0,0,0,0,0,0
4,2026-01-20,0,0,0,0,0,0,0,0,0
4,2026-01-21,0,0,0,0,0,0,0,0,0
4,2026-01-22,0,0,0,0,0,0,0,0,0
4,2026-01-23,0,0,0,0,0,0,0,0,0
4,2026-01-24,0,0,0,0,0,0,0,0,0
4,2026-01-25,2,2,2,0,0,2,0,0,0
4,2026-01-26,4,6,4,0,0,4,0,0,0
4,2026-01-27,4,10,4,0,0,2,0,2,0
4,2026-01-28,3,13,3,0,1,2,0,0,0
4,2026-01-29,6,19,6,0,2,3,0,1,0
4,2026-01-30,7,26,7,0,2,4,0,1,0
4,2026-01-31,3,29,3,0,1,2,0,0,0
4,2026-02-01,2,31,2,0,1,0,0,1,0
4,2026-02-02,3,34,3,0,2,1,0,0,0
4,2026-02-03,4,38,4,0,1,2,0,1,0
4,2026-02-04,2,40,2,0,0,2,0,0,0
4,2026-02-05,0,40,0,0,0,0,0,0,0
4,2026-02-06,3,43,2,1,0,1,0,1,1
4,2026-02-07,7,50,6,1,0,4,0,2,1
4,2026-02-08,5,55,3,2,1,2,2,0,0
4,2026-02-09,5,60,5,0,1,3,0,1,0
4,2026-02-10,5,65,4,1,3,1,1,0,0
5,2026-01-14,0,0,0,0,0,0,0,0,0
5,2026-01-15,0,0,0,0,0,0,0,0,0
5,2026-01-16,0,0,0,0,0,0,0,0,0
5,2026-01-17,0,0,0,0,0,0,0,0,0
5,2026-01-18,0,0,0,0,0,0,0,0,0
5,2026-01-19,0,0,0,0,0,0,0,0,0
5,2026-01-20,0,0,0,0,0,0,0,0,0
5,2026-01-21,0,0,0,0,0,0,0,0,0
5,2026-01-22,0,0,0,0,0,0,0,0,0
5,2026-01-23,0,0,0,0,0,0,0,0,0
5,2026-01-24,0,0,0,0,0,0,0,0,0
5,2026-01-25,3,3,3,0,1,1,0,1,0
5,2026-01-26,1,4,1,0,0,1,0,0,0
5,2026-01-27,9,13,6,3,2,2,2,2,1
5,2026-01-28,2,15,1,1,0,1,0,0,1
5,2026-01-29,3,18,2,1,0,2,0,0,1
5,2026-01-30,7,25,6,1,0,5,1,1,0
5,2026-01-31,9,34,9,0,4,5,0,0,0
5,2026-02-01,8,42,8,0,2,4,0,2,0
5,2026-02-02,4,46,2,2,0,2,1,0,1
5,2026-02-03,3,49,3,0,1,1,0,1,0
5,2026-02-04,5,54,3,2,1,2,1,0,1
5,2026-02-05,8,62,8,0,3,5,0,0,0
5,2026-02-06,2,64,1,1,0,1,0,0,1
5,2026-02-07,4,68,4,0,1,2,0,1,0
5,2026-02-08,7,75,4,3,1,3,3,0,0
5,2026-02-09,3,78,2,1,1,1,1,0,0
5,2026-02-10,2,80,1,1,0,1,1,0,0
6,2026-01-14,0,0,0,0,0,0,0,0,0
6,2026-01-15,0,0,0,0,0,0,0,0,0
6,2026-01-16,0,0,0,0,0,0,0,0,0
6,2026-01-17,0,0,0,0,0,0,0,0,0
6,2026-01-18,0,0,0,0,0,0,0,0,0
6,2026-01-19,0,0,0,0,0,0,0,0,0
6,2026-01-20,0,0,0,0,0,0,0,0,0
6,2026-01-21,0,0,0,0,0,0,0,0,0
6,2026-01-22,0,0,0,0,0,0,0,0,0
6,2026-01-23,0,0,0,0,0,0,0,0,0
6,2026-01-24,0,0,0,0,0,0,0,0,0
6,2026-01-25,5,5,5,0,0,5,0,0,0
6,2026-01-26,5,10,4,1,1,2,1,1,0
6,2026-01-27,4,14,3,1,0,3,1,0,0
6,2026-01-28,7,21,3,4,0,3,3,0,1
6,2026-01-29,1,22,1,0,1,0,0,0,0
6,2026-01-30,3,25,2,1,0,2,1,0,0
6,2026-01-31,4,29,4,0,1,3,0,0,0
6,2026-02-01,1,30,1,0,0,1,0,0,0
6,2026-02-02,1,31,0,1,0,0,1,0,0
6,2026-02-03,1,32,0,1,0,0,1,0,0
6,2026-02-04,2,34,2,0,1,1,0,0,0
6,2026-02-05,3,37,3,0,2,1,0,0,0
6,2026-02-06,4,41,4,0,3,1,0,0,0
6,2026-02-07,1,42,1,0,0,0,0,1,0
6,2026-02-08,3,45,2,1,1,1,1,0,0
6,2026-02-09,2,47,2,0,0,1,0,1,0
6,2026-02-10,3,50,2,1,2,0,1,0,0
7,2026-01-14,0,0,0,0,0,0,0,0,0
7,2026-01-15,0,0,0,0,0,0,0,0,0
7,2026-01-16,0,0,0,0,0,0,0,0,0
7,2026-01-17,0,0,0,0,0,0,0,0,0
7,2026-01-18,0,0,0,0,0,0,0,0,0
7,2026-01-19,0,0,0,0,0,0,0,0,0
7,2026-01-20,0,0,0,0,0,0,0,0,0
7,2026-01-21,0,0,0,0,0,0,0,0,0
7,2026-01-22,0,0,0,0,0,0,0,0,0
7,2026-01-23,0,0,0,0,0,0,0,0,0
7,2026-01-24,0,0,0,0,0,0,0,0,0
7,2026-01-25,3,3,3,0,1,2,0,0,0
7,2026-01-26,2,5,2,0,1,0,0,1,0
7,2026-01-27,2,7,1,1,1,0,1,0,0
7,2026-01-28,2,9,1,1,0,1,1,0,0
7,2026-01-29,3,12,3,0,1,2,0,0,0
7,2026-01-30,2,14,2,0,1,1,0,0,0
7,2026-01-31,2,16,2,0,1,1,0,0,0
7,2026-02-01,3,19,2,1,0,2,1,0,0
7,2026-02-02,2,21,2,0,1,1,0,0,0
7,2026-02-03,2,23,2,0,0,1,0,1,0
7,2026-02-04,1,24,1,0,1,0,0,0,0
7,2026-02-05,0,24,0,0,0,0,0,0,0
7,2026-02-06,1,25,0,1,0,0,1,0,0
7,2026-02-07,4,29,4,0,1,2,0,1,0
7,2026-02-08,1,30,1,0,1,0,0,0,0
7,2026-02-09,1,31,1,0,1,0,0,0,0
7,2026-02-10,2,33,1,1,0,1,0,0,1
8,2026-01-14,0,0,0,0,0,0,0,0,0
8,2026-01-15,0,0,0,0,0,0,0,0,0
8,2026-01-16,0,0,0,0,0,0,0,0,0
8,2026-01-17,0,0,0,0,0,0,0,0,0
8,2026-01-18,0,0,0,0,0,0,0,0,0
8,2026-01-19,0,0,0,0,0,0,0,0,0
8,2026-01-20,0,0,0,0,0,0,0,0,0
8,2026-01-21,0,0,0,0,0,0,0,0,0
8,2026-01-22,0,0,0,0,0,0,0,0,0
8,2026-01-23,0,0,0,0,0,0,0,0,0
8,2026-01-24,0,0,0,0,0,0,0,0,0
8,2026-01-25,5,5,4,1,3,1,1,0,0
8,2026-01-26,2,7,2,0,0,2,0,0,0
8,2026-01-27,5,12,4,1,0,4,1,0,0
8,2026-01-28,1,13,1,0,0,1,0,0,0
8,2026-01-29,4,17,4,0,2,1,0,1,0
8,2026-01-30,4,21,3,1,1,2,0,0,1
8,2026-01-31,2,23,1,1,0,0,1,1,0
8,2026-02-01,0,23,0,0,0,0,0,0,0
8,2026-02-02,1,24,0,1,0,0,1,0,0
8,2026-02-03,2,26,2,0,1,1,0,0,0
8,2026-02-04,1,27,1,0,0,1,0,0,0
8,2026-02-05,1,28,1,0,0,1,0,0,0
8,2026-02-06,3,31,2,1,2,0,1,0,0
8,2026-02-07,2,33,1,1,0,1,0,0,1
8,2026-02-08,3,36,2,1,0,2,1,0,0
8,2026-02-09,2,38,2,0,1,1,0,0,0
8,2026-02-10,1,39,1,0,0,1,0,0,0
9,2026-01-14,0,0,0,0,0,0,0,0,0
9,2026-01-15,0,0,0,0,0,0,0,0,0
9,2026-01-16,0,0,0,0,0,0,0,0,0
9,2026-01-17,0,0,0,0,0,0,0,0,0
9,2026-01-18,0,0,0,0,0,0,0,0,0
9,2026-01-19,0,0,0,0,0,0,0,0,0
9,2026-01-20,0,0,0,0,0,0,0,0,0
9,2026-01-21,0,0,0,0,0,0,0,0,0
9,2026-01-22,0,0,0,0,0,0,0,0,0
9,2026-01-23,0,0,0,0,0,0,0,0,0
9,2026-01-24,0,0,0,0,0,0,0,0,0
9,2026-01-25,1,1,1,0,0,1,0,0,0
9,2026-01-26,1,2,0,1,0,0,0,0,1
9,2026-01-27,2,4,2,0,0,2,0,0,0
9,2026-01-28,6,10,6,0,0,6,0,0,0
9,2026-01-29,1,11,1,0,0,1,0,0,0
9,2026-01-30,2,13,2,0,0,2,0,0,0
9,2026-01-31,1,14,0,1,0,0,1,0,0
9,2026-02-01,4,18,4,0,0,4,0,0,0
9,2026-02-02,2,20,2,0,0,2,0,0,0
9,2026-02-03,2,22,2,0,2,0,0,0,0
9,2026-02-04,3,25,3,0,1,1,0,1,0
9,2026-02-05,2,27,2,0,0,2,0,0,0
9,2026-02-06,2,29,2,0,0,2,0,0,0
9,2026-02-07,3,32,3,0,0,2,0,1,0
9,2026-02-08,0,32,0,0,0,0,0,0,0
9,2026-02-09,0,32,0,0,0,0,0,0,0
9,2026-02-10,1,33,1,0,1,0,0,0,0
10,2026-01-14,0,0,0,0,0,0,0,0,0
10,2026-01-15,0,0,0,0,0,0,0,0,0
10,2026-01-16,0,0,0,0,0,0,0,0,0
10,2026-01-17,0,0,0,0,0,0,0,0,0
10,2026-01-18,0,0,0,0,0,0,0,0,0
10,2026-01-19,0,0,0,0,0,0,0,0,0
10,2026-01-20,0,0,0,0,0,0,0,0,0
10,2026-01-21,0,0,0,0,0,0,0,0,0
10,2026-01-22,0,0,0,0,0,0,0,0,0
10,2026-01-23,0,0,0,0,0,0,0,0,0
10,2026-01-24,0,0,0,0,0,0,0,0,0
10,2026-01-25,2,2,2,0,0,2,0,0,0
10,2026-01-26,4,6,2,2,1,1,1,0,1
10,2026-01-27,3,9,2,1,0,2,1,0,0
10,2026-01-28,3,12,3,0,1,2,0,0,0
10,2026-01-29,5,17,4,1,0,3,0,1,1
10,2026-01-30,1,18,0,1,0,0,1,0,0
10,2026-01-31,3,21,3,0,1,2,0,0,0
10,2026-02-01,6,27,5,1,1,4,1,0,0
10,2026-02-02,2,29,2,0,1,0,0,1,0
10,2026-02-03,1,30,1,0,1,0,0,0,0
10,2026-02-04,6,36,5,1,2,3,1,0,0
10,2026-02-05,3,39,2,1,1,1,1,0,0
10,2026-02-06,3,42,3,0,1,2,0,0,0
10,2026-02-07,2,44,1,1,1,0,1,0,0
10,2026-02-08,2,46,1,1,1,0,0,0,1
10,2026-02-09,2,48,1,1,0,1,1,0,0
10,2026-02-10,4,52,4,0,2,2,0,0,0
11,2026-01-14,0,0,0,0,0,0,0,0,0
11,2026-01-15,0,0,0,0,0,0,0,0,0
11,2026-01-16,0,0,0,0,0,0,0,0,0
11,2026-01-17,0,0,0,0,0,0,0,0,0
11,2026-01-18,0,0,0,0,0,0,0,0,0
11,2026-01-19,0,0,0,0,0,0,0,0,0
11,2026-01-20,0,0,0,0,0,0,0,0,0
11,2026-01-21,0,0,0,0,0,0,0,0,0
11,2026-01-22,0,0,0,0,0,0,0,0,0
11,2026-01-23,0,0,0,0,0,0,0,0,0
11,2026-01-24,0,0,0,0,0,0,0,0,0
11,2026-01-25,9,9,8,1,4,4,1,0,0
11,2026-01-26,7,16,6,1,2,4,0,0,1
11,2026-01-27,3,19,1,2,0,1,2,0,0
11,2026-01-28,5,24,5,0,1,3,0,1,0
11,2026-01-29,1,25,0,1,0,0,1,0,0
11,2026-01-30,2,27,2,0,0,1,0,1,0
11,2026-01-31,6,33,6,0,0,4,0,2,0
11,2026-02-01,3,36,3,0,2,1,0,0,0
11,2026-02-02,1,37,1,0,0,1,0,0,0
11,2026-02-03,4,41,3,1,3,0,1,0,0
11,2026-02-04,6,47,6,0,0,6,0,0,0
11,2026-02-05,0,47,0,0,0,0,0,0,0
11,2026-02-06,3,50,3,0,0,2,0,1,0
11,2026-02-07,4,54,3,1,1,1,0,1,1
11,2026-02-08,2,56,0,2,0,0,2,0,0
11,2026-02-09,3,59,2,1,1,1,0,0,1
11,2026-02-10,1,60,1,0,0,1,0,0,0
12,2026-01-14,0,0,0,0,0,0,0,0,0
12,2026-01-15,0,0,0,0,0,0,0,0,0
12,2026-01-16,0,0,0,0,0,0,0,0,0
12,2026-01-17,0,0,0,0,0,0,0,0,0
12,2026-01-18,0,0,0,0,0,0,0,0,0
12,2026-01-19,0,0,0,0,0,0,0,0,0
12,2026-01-20,0,0,0,0,0,0,0,0,0
12,2026-01-21,0,0,0,0,0,0,0,0,0
12,2026-01-22,0,0,0,0,0,0,0,0,0
12,2026-01-23,0,0,0,0,0,0,0,0,0
12,2026-01-24,0,0,0,0,0,0,0,0,0
12,2026-01-25,4,4,3,1,1,2,1,0,0
12,2026-01-26,4,8,3,1,0,3,1,0,0
12,2026-01-27,4,12,3,1,1,2,1,0,0
12,2026-01-28,5,17,3,2,0,2,1,1,1
12,2026-01-29,2,19,1,1,1,0,1,0,0
12,2026-01-30,0,19,0,0,0,0,0,0,0
12,2026-01-31,3,22,1,2,0,1,2,0,0
12,2026-02-01,4,26,4,0,1,3,0,0,0
12,2026-02-02,4,30,2,2,0,2,0,0,2
12,2026-02-03,4,34,3,1,0,2,1,1,0
12,2026-02-04,0,34,0,0,0,0,0,0,0
12,2026-02-05,2,36,1,1,1,0,0,0,1
12,2026-02-06,3,39,3,0,1,2,0,0,0
12,2026-02-07,5,44,5,0,2,3,0,0,0
12,2026-02-08,1,45,1,0,0,1,0,0,0
12,2026-02-09,2,47,2,0,1,1,0,0,0
12,2026-02-10,2,49,2,0,1,1,0,0,0
13,2026-01-14,0,0,0,0,0,0,0,0,0
13,2026-01-15,0,0,0,0,0,0,0,0,0
13,2026-01-16,0,0,0,0,0,0,0,0,0
13,2026-01-17,0,0,0,0,0,0,0,0,0
13,2026-01-18,0,0,0,0,0,0,0,0,0
13,2026-01-19,0,0,0,0,0,0,0,0,0
13,2026-01-20,0,0,0,0,0,0,0,0,0
13,2026-01-21,0,0,0,0,0,0,0,0,0
13,2026-01-22,0,0,0,0,0,0,0,0,0
13,2026-01-23,0,0,0,0,0,0,0,0,0
13,2026-01-24,0,0,0,0,0,0,0,0,0
13,2026-01-25,1,1,1,0,0,0,0,1,0
13,2026-01-26,1,2,0,1,0,0,1,0,0
13,2026-01-27,4,6,3,1,0,3,0,0,1
13,2026-01-28,1,7,1,0,1,0,0,0,0
13,2026-01-29,2,9,2,0,1,0,0,1,0
13,2026-01-30,5,14,2,3,1,1,2,0,1
13,2026-01-31,1,15,1,0,0,1,0,0,0
13,2026-02-01,2,17,2,0,0,2,0,0,0
13,2026-02-02,1,18,1,0,0,1,0,0,0
13,2026-02-03,3,21,2,1,0,1,0,1,1
13,2026-02-04,1,22,1,0,0,1,0,0,0
13,2026-02-05,1,23,1,0,0,1,0,0,0
13,2026-02-06,2,25,1,1,0,1,1,0,0
13,2026-02-07,1,26,1,0,0,1,0,0,0
13,2026-02-08,1,27,1,0,0,1,0,0,0
13,2026-02-09,0,27,0,0,0,0,0,0,0
13,2026-02-10,1,28,1,0,0,1,0,0,0
14,2026-01-14,0,0,0,0,0,0,0,0,0
14,2026-01-15,0,0,0,0,0,0,0,0,0
14,2026-01-16,0,0,0,0,0,0,0,0,0
14,2026-01-17,0,0,0,0,0,0,0,0,0
14,2026-01-18,0,0,0,0,0,0,0,0,0
14,2026-01-19,0,0,0,0,0,0,0,0,0
14,2026-01-20,0,0,0,0,0,0,0,0,0
14,2026-01-21,0,0,0,0,0,0,0,0,0
14,2026-01-22,0,0,0,0,0,0,0,0,0
14,2026-01-23,0,0,0,0,0,0,0,0,0
14,2026-01-24,0,0,0,0,0,0,0,0,0
14,2026-01-25,3,3,3,0,2,1,0,0,0
14,2026-01-26,4,7,3,1,0,3,0,0,1
14,2026-01-27,2,9,2,0,0,1,0,1,0
14,2026-01-28,1,10,1,0,1,0,0,0,0
14,2026-01-29,7,17,4,3,1,2,3,1,0
14,2026-01-30,0,17,0,0,0,0,0,0,0
14,2026-01-31,4,21,3,1,2,1,1,0,0
14,2026-02-01,1,22,1,0,1,0,0,0,0
14,2026-02-02,5,27,4,1,0,3,1,1,0
14,2026-02-03,5,32,4,1,1,3,1,0,0
14,2026-02-04,4,36,0,4,0,0,3,0,1
14,2026-02-05,3,39,3,0,2,1,0,0,0
14,2026-02-06,4,43,4,0,4,0,0,0,0
14,2026-02-07,2,45,1,1,0,1,1,0,0
14,2026-02-08,6,51,3,3,0,3,2,0,1
14,2026-02-09,5,56,3,2,1,2,2,0,0
14,2026-02-10,3,59,2,1,2,0,0,0,1
15,2026-01-14,0,0,0,0,0,0,0,0,0
15,2026-01-15,0,0,0,0,0,0,0,0,0
15,2026-01-16,0,0,0,0,0,0,0,0,0
15,2026-01-17,0,0,0,0,0,0,0,0,0
15,2026-01-18,0,0,0,0,0,0,0,0,0
15,2026-01-19,0,0,0,0,0,0,0,0,0
15,2026-01-20,0,0,0,0,0,0,0,0,0
15,2026-01-21,0,0,0,0,0,0,0,0,0
15,2026-01-22,0,0,0,0,0,0,0,0,0
15,2026-01-23,0,0,0,0,0,0,0,0,0
15,2026-01-24,0,0,0,0,0,0,0,0,0
15,2026-01-25,5,5,3,2,1,2,2,0,0
15,2026-01-26,5,10,4,1,1,3,1,0,0
15,2026-01-27,3,13,3,0,1,2,0,0,0
15,2026-01-28,5,18,4,1,1,3,1,0,0
15,2026-01-29,3,21,3,0,0,2,0,1,0
15,2026-01-30,4,25,3,1,0,3,1,0,0
15,2026-01-31,1,26,1,0,0,1,0,0,0
15,2026-02-01,2,28,2,0,1,1,0,0,0
15,2026-02-02,0,28,0,0,0,0,0,0,0
15,2026-02-03,5,33,4,1,0,3,1,1,0
15,2026-02-04,3,36,3,0,1,2,0,0,0
15,2026-02-05,2,38,2,0,0,1,0,1,0
15,2026-02-06,2,40,1,1,1,0,1,0,0
15,2026-02-07,0,40,0,0,0,0,0,0,0
15,2026-02-08,1,41,1,0,0,1,0,0,0
15,2026-02-09,3,44,1,2,0,0,0,1,2
15,2026-02-10,7,51,5,2,2,2,2,1,0
16,2026-01-14,0,0,0,0,0,0,0,0,0
16,2026-01-15,0,0,0,0,0,0,0,0,0
16,2026-01-16,0,0,0,0,0,0,0,0,0
16,2026-01-17,0,0,0,0,0,0,0,0,0
16,2026-01-18,0,0,0,0,0,0,0,0,0
16,2026-01-19,0,0,0,0,0,0,0,0,0
16,2026-01-20,0,0,0,0,0,0,0,0,0
16,2026-01-21,0,0,0,0,0,0,0,0,0
16,2026-01-22,0,0,0,0,0,0,0,0,0
16,2026-01-23,0,0,0,0,0,0,0,0,0
16,2026-01-24,0,0,0,0,0,0,0,0,0
16,2026-01-25,2,2,1,1,0,1,1,0,0
16,2026-01-26,1,3,1,0,1,0,0,0,0
16,2026-01-27,5,8,5,0,1,4,0,0,0
16,2026-01-28,0,8,0,0,0,0,0,0,0
16,2026-01-29,0,8,0,0,0,0,0,0,0
16,2026-01-30,4,12,2,2,0,2,2,0,0
16,2026-01-31,2,14,2,0,1,1,0,0,0
16,2026-02-01,1,15,1,0,1,0,0,0,0
16,2026-02-02,0,15,0,0,0,0,0,0,0
16,2026-02-03,3,18,3,0,0,2,0,1,0
16,2026-02-04,2,20,2,0,0,2,0,0,0
16,2026-02-05,2,22,2,0,0,1,0,1,0
16,2026-02-06,0,22,0,0,0,0,0,0,0
16,2026-02-07,1,23,1,0,1,0,0,0,0
16,2026-02-08,2,25,2,0,1,1,0,0,0
16,2026-02-09,0,25,0,0,0,0,0,0,0
16,2026-02-10,0,25,0,0,0,0,0,0,0
17,2026-01-14,0,0,0,0,0,0,0,0,0
17,2026-01-15,0,0,0,0,0,0,0,0,0
17,2026-01-16,0,0,0,0,0,0,0,0,0
17,2026-01-17,0,0,0,0,0,0,0,0,0
17,2026-01-18,0,0,0,0,0,0,0,0,0
17,2026-01-19,0,0,0,0,0,0,0,0,0
17,2026-01-20,0,0,0,0,0,0,0,0,0
17,2026-01-21,0,0,0,0,0,0,0,0,0
17,2026-01-22,0,0,0,0,0,0,0,0,0
17,2026-01-23,0,0,0,0,0,0,0,0,0
17,2026-01-24,0,0,0,0,0,0,0,0,0
17,2026-01-25,1,1,1,0,1,0,0,0,0
17,2026-01-26,8,9,7,1,1,5,1,1,0
17,2026-01-27,3,12,2,1,1,1,1,0,0
17,2026-01-28,2,14,1,1,1,0,1,0,0
17,2026-01-29,2,16,2,0,0,2,0,0,0
17,2026-01-30,2,18,1,1,0,1,1,0,0
17,2026-01-31,1,19,1,0,0,1,0,0,0
17,2026-02-01,3,22,3,0,0,2,0,1,0
17,2026-02-02,2,24,2,0,0,2,0,0,0
17,2026-02-03,0,24,0,0,0,0,0,0,0
17,2026-02-04,5,29,5,0,3,2,0,0,0
17,2026-02-05,4,33,2,2,1,1,1,0,1
17,2026-02-06,2,35,1,1,0,1,1,0,0
17,2026-02-07,2,37,2,0,0,2,0,0,0
17,2026-02-08,6,43,5,1,2,3,1,0,0
17,2026-02-09,2,45,0,2,0,0,0,0,2
17,2026-02-10,4,49,4,0,3,1,0,0,0
18,2026-01-14,0,0,0,0,0,0,0,0,0
18,2026-01-15,0,0,0,0,0,0,0,0,0
18,2026-01-16,0,0,0,0,0,0,0,0,0
18,2026-01-17,0,0,0,0,0,0,0,0,0
18,2026-01-18,0,0,0,0,0,0,0,0,0
18,2026-01-19,0,0,0,0,0,0,0,0,0
18,2026-01-20,0,0,0,0,0,0,0,0,0
18,2026-01-21,0,0,0,0,0,0,0,0,0
18,2026-01-22,0,0,0,0,0,0,0,0,0
18,2026-01-23,0,0,0,0,0,0,0,0,0
18,2026-01-24,0,0,0,0,0,0,0,0,0
18,2026-01-25,2,2,2,0,1,1,0,0,0
18,2026-01-26,3,5,2,1,0,2,1,0,0
18,2026-01-27,2,7,1,1,0,1,1,0,0
18,2026-01-28,0,7,0,0,0,0,0,0,0
18,2026-01-29,2,9,2,0,0,2,0,0,0
18,2026-01-30,2,11,1,1,0,1,1,0,0
18,2026-01-31,2,13,1,1,0,1,1,0,0
18,2026-02-01,2,15,2,0,0,2,0,0,0
18,2026-02-02,1,16,1,0,0,1,0,0,0
18,2026-02-03,1,17,1,0,0,1,0,0,0
18,2026-02-04,0,17,0,0,0,0,0,0,0
18,2026-02-05,2,19,2,0,1,1,0,0,0
18,2026-02-06,0,19,0,0,0,0,0,0,0
18,2026-02-07,0,19,0,0,0,0,0,0,0
18,2026-02-08,2,21,2,0,1,1,0,0,0
18,2026-02-09,1,22,1,0,0,1,0,0,0
18,2026-02-10,0,22,0,0,0,0,0,0,0
19,2026-01-14,0,0,0,0,0,0,0,0,0
19,2026-01-15,0,0,0,0,0,0,0,0,0
19,2026-01-16,0,0,0,0,0,0,0,0,0
19,2026-01-17,0,0,0,0,0,0,0,0,0
19,2026-01-18,0,0,0,0,0,0,0,0,0
19,2026-01-19,0,0,0,0,0,0,0,0,0
19,2026-01-20,0,0,0,0,0,0,0,0,0
19,2026-01-21,0,0,0,0,0,0,0,0,0
19,2026-01-22,0,0,0,0,0,0,0,0,0
